Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_line,Center Name,condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,Lane,LibraryLayout,LibrarySelection,LibrarySource,Organism,plate_position,Platform,ReleaseDate,create_date,version,sample_identity,Sample Name,source_name,SRA Study
SRR9660047,RNA-Seq,74,48346732,PRJNA553537,SAMN12237477,18591009,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420856,GSM3933836,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S297,GSM3933836,MCF7,SRP213890
SRR9660048,RNA-Seq,74,80740679,PRJNA553537,SAMN12237475,30962285,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420857,GSM3933837,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S298,GSM3933837,MCF7,SRP213890
SRR9660049,RNA-Seq,74,121006977,PRJNA553537,SAMN12237473,46559513,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420858,GSM3933838,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S299,GSM3933838,MCF7,SRP213890
SRR9660050,RNA-Seq,74,91375970,PRJNA553537,SAMN12237472,35140684,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420859,GSM3933839,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S300,GSM3933839,MCF7,SRP213890
SRR9660051,RNA-Seq,73,30409548,PRJNA553537,SAMN12237470,11700594,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420860,GSM3933840,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S319,GSM3933840,MCF7,SRP213890
SRR9660052,RNA-Seq,73,75383364,PRJNA553537,SAMN12237469,28865274,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420861,GSM3933841,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S320,GSM3933841,MCF7,SRP213890
SRR9660053,RNA-Seq,74,64645241,PRJNA553537,SAMN12237467,24923663,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420862,GSM3933842,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S321,GSM3933842,MCF7,SRP213890
SRR9660054,RNA-Seq,74,91066466,PRJNA553537,SAMN12237344,35104493,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420863,GSM3933843,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S343,GSM3933843,MCF7,SRP213890
SRR9660055,RNA-Seq,74,91616518,PRJNA553537,SAMN12237343,35299766,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420864,GSM3933844,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S370,GSM3933844,MCF7,SRP213890
SRR9660056,RNA-Seq,74,58318755,PRJNA553537,SAMN12237342,22576528,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420865,GSM3933845,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S371,GSM3933845,MCF7,SRP213890
SRR9660057,RNA-Seq,70,2675091,PRJNA553537,SAMN12237341,1132855,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420866,GSM3933846,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S372,GSM3933846,MCF7,SRP213890
SRR9660058,RNA-Seq,74,75110737,PRJNA553537,SAMN12237340,29102917,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420867,GSM3933847,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S344,GSM3933847,MCF7,SRP213890
SRR9660059,RNA-Seq,74,35952216,PRJNA553537,SAMN12237339,13963106,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420868,GSM3933848,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S345,GSM3933848,MCF7,SRP213890
SRR9660060,RNA-Seq,74,59410753,PRJNA553537,SAMN12237338,22972176,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420869,GSM3933849,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S346,GSM3933849,MCF7,SRP213890
SRR9660061,RNA-Seq,74,42770325,PRJNA553537,SAMN12237337,16563645,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420870,GSM3933850,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S347,GSM3933850,MCF7,SRP213890
SRR9660062,RNA-Seq,74,65389516,PRJNA553537,SAMN12237336,25310059,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420871,GSM3933851,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S348,GSM3933851,MCF7,SRP213890
SRR9660063,RNA-Seq,74,106823736,PRJNA553537,SAMN12237335,41045082,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420872,GSM3933852,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S367,GSM3933852,MCF7,SRP213890
SRR9660064,RNA-Seq,74,129966320,PRJNA553537,SAMN12237334,50070057,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420873,GSM3933853,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S368,GSM3933853,MCF7,SRP213890
SRR9660065,RNA-Seq,73,67345338,PRJNA553537,SAMN12237333,25818900,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420874,GSM3933854,Illumina HiSeq 4000,2,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S369,GSM3933854,MCF7,SRP213890
SRR9660066,RNA-Seq,74,124120643,PRJNA553537,SAMN12237332,47678633,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420875,GSM3933855,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S13,GSM3933855,MCF7,SRP213890
SRR9660067,RNA-Seq,74,86001334,PRJNA553537,SAMN12237331,33375631,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420876,GSM3933856,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S40,GSM3933856,MCF7,SRP213890
SRR9660068,RNA-Seq,74,95940688,PRJNA553537,SAMN12237330,37206033,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420877,GSM3933857,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S41,GSM3933857,MCF7,SRP213890
SRR9660069,RNA-Seq,74,65731611,PRJNA553537,SAMN12237329,25468236,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420878,GSM3933858,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S42,GSM3933858,MCF7,SRP213890
SRR9660070,RNA-Seq,74,105948967,PRJNA553537,SAMN12237328,40951786,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420879,GSM3933859,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S14,GSM3933859,MCF7,SRP213890
SRR9660071,RNA-Seq,74,89679673,PRJNA553537,SAMN12237327,34555365,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420880,GSM3933860,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S15,GSM3933860,MCF7,SRP213890
SRR9660072,RNA-Seq,74,69103925,PRJNA553537,SAMN12237326,26782907,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420881,GSM3933861,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S16,GSM3933861,MCF7,SRP213890
SRR9660073,RNA-Seq,74,115784253,PRJNA553537,SAMN12237325,44746387,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420882,GSM3933862,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S17,GSM3933862,MCF7,SRP213890
SRR9660074,RNA-Seq,74,71009307,PRJNA553537,SAMN12237324,27481179,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420883,GSM3933863,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S18,GSM3933863,MCF7,SRP213890
SRR9660075,RNA-Seq,74,105394095,PRJNA553537,SAMN12237323,40673312,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420884,GSM3933864,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S37,GSM3933864,MCF7,SRP213890
SRR9660076,RNA-Seq,74,77554165,PRJNA553537,SAMN12237322,30059583,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420885,GSM3933865,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S38,GSM3933865,MCF7,SRP213890
SRR9660077,RNA-Seq,74,137789451,PRJNA553537,SAMN12237459,52873768,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420886,GSM3933866,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S39,GSM3933866,MCF7,SRP213890
SRR9660078,RNA-Seq,74,101254663,PRJNA553537,SAMN12237458,39206237,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420887,GSM3933867,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S61,GSM3933867,MCF7,SRP213890
SRR9660079,RNA-Seq,74,129891047,PRJNA553537,SAMN12237457,50083165,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420888,GSM3933868,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S88,GSM3933868,MCF7,SRP213890
SRR9660080,RNA-Seq,74,143197466,PRJNA553537,SAMN12237456,55415126,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420889,GSM3933869,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S89,GSM3933869,MCF7,SRP213890
SRR9660081,RNA-Seq,74,114505903,PRJNA553537,SAMN12237465,44160588,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420890,GSM3933870,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S90,GSM3933870,MCF7,SRP213890
SRR9660082,RNA-Seq,74,84022816,PRJNA553537,SAMN12237463,32699647,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420891,GSM3933871,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S62,GSM3933871,MCF7,SRP213890
SRR9660083,RNA-Seq,74,98807803,PRJNA553537,SAMN12237462,38159636,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420892,GSM3933872,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S63,GSM3933872,MCF7,SRP213890
SRR9660084,RNA-Seq,74,115061805,PRJNA553537,SAMN12237455,44511732,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420893,GSM3933873,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S64,GSM3933873,MCF7,SRP213890
SRR9660085,RNA-Seq,74,126895810,PRJNA553537,SAMN12237454,49074506,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420894,GSM3933874,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S65,GSM3933874,MCF7,SRP213890
SRR9660086,RNA-Seq,74,70762341,PRJNA553537,SAMN12237453,27474716,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420895,GSM3933875,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S66,GSM3933875,MCF7,SRP213890
SRR9660087,RNA-Seq,74,91237292,PRJNA553537,SAMN12237466,35326025,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420896,GSM3933876,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S85,GSM3933876,MCF7,SRP213890
SRR9660088,RNA-Seq,74,104301424,PRJNA553537,SAMN12237460,40407430,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420897,GSM3933877,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S86,GSM3933877,MCF7,SRP213890
SRR9660089,RNA-Seq,74,86759978,PRJNA553537,SAMN12237513,33348426,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420898,GSM3933878,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S87,GSM3933878,MCF7,SRP213890
SRR9660090,RNA-Seq,74,117247745,PRJNA553537,SAMN12237512,45235669,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420899,GSM3933879,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S109,GSM3933879,MCF7,SRP213890
SRR9660091,RNA-Seq,74,113480003,PRJNA553537,SAMN12237510,43750237,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420900,GSM3933880,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S136,GSM3933880,MCF7,SRP213890
SRR9660092,RNA-Seq,74,103619785,PRJNA553537,SAMN12237509,40278619,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420901,GSM3933881,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S137,GSM3933881,MCF7,SRP213890
SRR9660093,RNA-Seq,74,137808113,PRJNA553537,SAMN12237507,53290088,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420902,GSM3933882,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S138,GSM3933882,MCF7,SRP213890
SRR9660094,RNA-Seq,74,96949212,PRJNA553537,SAMN12237506,37625972,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420903,GSM3933883,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S110,GSM3933883,MCF7,SRP213890
SRR9660095,RNA-Seq,74,107194408,PRJNA553537,SAMN12237505,41211834,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420904,GSM3933884,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S111,GSM3933884,MCF7,SRP213890
SRR9660096,RNA-Seq,74,109976360,PRJNA553537,SAMN12237504,42547551,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420905,GSM3933885,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S112,GSM3933885,MCF7,SRP213890
SRR9660097,RNA-Seq,74,118883851,PRJNA553537,SAMN12237502,45771853,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420906,GSM3933886,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S113,GSM3933886,MCF7,SRP213890
SRR9660098,RNA-Seq,74,90434166,PRJNA553537,SAMN12237501,35049872,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420907,GSM3933887,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S114,GSM3933887,MCF7,SRP213890
SRR9660099,RNA-Seq,74,111780336,PRJNA553537,SAMN12237500,43165915,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420908,GSM3933888,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S133,GSM3933888,MCF7,SRP213890
SRR9660100,RNA-Seq,74,95206661,PRJNA553537,SAMN12237499,36972111,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420909,GSM3933889,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S134,GSM3933889,MCF7,SRP213890
SRR9660101,RNA-Seq,74,77072903,PRJNA553537,SAMN12237497,29915582,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420910,GSM3933890,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S135,GSM3933890,MCF7,SRP213890
SRR9660102,RNA-Seq,74,92974621,PRJNA553537,SAMN12237496,36028061,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420911,GSM3933891,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S157,GSM3933891,MCF7,SRP213890
SRR9660103,RNA-Seq,74,74060197,PRJNA553537,SAMN12237495,28775529,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420912,GSM3933892,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S184,GSM3933892,MCF7,SRP213890
SRR9660104,RNA-Seq,74,60808692,PRJNA553537,SAMN12237494,23822410,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420913,GSM3933893,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S185,GSM3933893,MCF7,SRP213890
SRR9660105,RNA-Seq,74,97489283,PRJNA553537,SAMN12237492,37973704,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420914,GSM3933894,Illumina HiSeq 4000,3,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S186,GSM3933894,MCF7,SRP213890
