Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_line,Center Name,condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,Lane,LibraryLayout,LibrarySelection,LibrarySource,Organism,plate_position,Platform,ReleaseDate,create_date,version,sample_identity,Sample Name,source_name,SRA Study
SRR9659870,RNA-Seq,74,88182892,PRJNA553537,SAMN12237628,33818744,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420769,GSM3934033,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S332,GSM3934033,MCF7,SRP213890
SRR9659871,RNA-Seq,74,72362416,PRJNA553537,SAMN12237627,27694031,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420770,GSM3934034,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,G9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S333,GSM3934034,MCF7,SRP213890
SRR9659872,RNA-Seq,74,76973119,PRJNA553537,SAMN12237626,29719380,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420771,GSM3934035,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S355,GSM3934035,MCF7,SRP213890
SRR9659873,RNA-Seq,74,78976569,PRJNA553537,SAMN12237625,30176990,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420772,GSM3934036,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S382,GSM3934036,MCF7,SRP213890
SRR9659874,RNA-Seq,74,31040783,PRJNA553537,SAMN12237624,11939106,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420773,GSM3934037,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H14,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S383,GSM3934037,MCF7,SRP213890
SRR9659875,RNA-Seq,73,71571455,PRJNA553537,SAMN12237623,27323921,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420774,GSM3934038,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S356,GSM3934038,MCF7,SRP213890
SRR9659876,RNA-Seq,74,59878255,PRJNA553537,SAMN12237749,22979735,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420775,GSM3934039,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S357,GSM3934039,MCF7,SRP213890
SRR9659877,RNA-Seq,74,39470125,PRJNA553537,SAMN12237748,15118659,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420776,GSM3934040,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S358,GSM3934040,MCF7,SRP213890
SRR9659878,RNA-Seq,74,32602793,PRJNA553537,SAMN12237747,12581378,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420777,GSM3934041,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S359,GSM3934041,MCF7,SRP213890
SRR9659879,RNA-Seq,74,90761427,PRJNA553537,SAMN12237746,34601550,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420778,GSM3934042,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S360,GSM3934042,MCF7,SRP213890
SRR9659880,RNA-Seq,74,110489316,PRJNA553537,SAMN12237745,42518753,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420779,GSM3934043,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S379,GSM3934043,MCF7,SRP213890
SRR9659881,RNA-Seq,74,123796479,PRJNA553537,SAMN12237744,47645721,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420780,GSM3934044,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S380,GSM3934044,MCF7,SRP213890
SRR9659882,RNA-Seq,74,114062846,PRJNA553537,SAMN12237743,43951688,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420781,GSM3934045,Illumina HiSeq 4000,4,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,H9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S381,GSM3934045,MCF7,SRP213890
SRR9659883,RNA-Seq,71,5946807,PRJNA553537,SAMN12237742,2410722,MCF7,GEO,BLANK,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420782,GSM3934046,Illumina HiSeq 4000,U,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,U,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S384,GSM3934046,MCF7,SRP213890
SRR9659884,RNA-Seq,69,1652628,PRJNA553537,SAMN12237262,729804,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420982,GSM3933673,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S26,GSM3933673,MCF7,SRP213890
SRR9659885,RNA-Seq,70,6823598,PRJNA553537,SAMN12237261,2731494,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420983,GSM3933674,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,A9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S27,GSM3933674,MCF7,SRP213890
SRR9659886,RNA-Seq,72,9914711,PRJNA553537,SAMN12237260,3900581,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420984,GSM3933675,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S49,GSM3933675,MCF7,SRP213890
SRR9659887,RNA-Seq,74,176874959,PRJNA553537,SAMN12237259,68158466,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420985,GSM3933676,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S76,GSM3933676,MCF7,SRP213890
SRR9659888,RNA-Seq,74,124933860,PRJNA553537,SAMN12237258,48160907,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420986,GSM3933677,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S77,GSM3933677,MCF7,SRP213890
SRR9659889,RNA-Seq,74,73326605,PRJNA553537,SAMN12237296,28642205,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420987,GSM3933678,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S78,GSM3933678,MCF7,SRP213890
SRR9659890,RNA-Seq,72,9626334,PRJNA553537,SAMN12237295,3785640,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420988,GSM3933679,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S50,GSM3933679,MCF7,SRP213890
SRR9659891,RNA-Seq,71,15965020,PRJNA553537,SAMN12237294,6260850,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420989,GSM3933680,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S51,GSM3933680,MCF7,SRP213890
SRR9659892,RNA-Seq,73,23713608,PRJNA553537,SAMN12237293,9236605,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420990,GSM3933681,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S52,GSM3933681,MCF7,SRP213890
SRR9659893,RNA-Seq,74,120260562,PRJNA553537,SAMN12237292,46597993,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420991,GSM3933682,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S53,GSM3933682,MCF7,SRP213890
SRR9659894,RNA-Seq,74,100800013,PRJNA553537,SAMN12237291,39282076,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420992,GSM3933683,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S54,GSM3933683,MCF7,SRP213890
SRR9659895,RNA-Seq,73,29550732,PRJNA553537,SAMN12237290,11380760,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420993,GSM3933684,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S73,GSM3933684,MCF7,SRP213890
SRR9659896,RNA-Seq,73,83894153,PRJNA553537,SAMN12237289,32090179,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420994,GSM3933685,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S74,GSM3933685,MCF7,SRP213890
SRR9659897,RNA-Seq,72,12243787,PRJNA553537,SAMN12237288,4852618,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420995,GSM3933686,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,B9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S75,GSM3933686,MCF7,SRP213890
SRR9659898,RNA-Seq,73,22571971,PRJNA553537,SAMN12237287,8703485,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420996,GSM3933687,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S97,GSM3933687,MCF7,SRP213890
SRR9659899,RNA-Seq,73,59119848,PRJNA553537,SAMN12237286,22694732,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420997,GSM3933688,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S124,GSM3933688,MCF7,SRP213890
SRR9659900,RNA-Seq,74,108452117,PRJNA553537,SAMN12237285,41774292,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420998,GSM3933689,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S125,GSM3933689,MCF7,SRP213890
SRR9659901,RNA-Seq,74,120593080,PRJNA553537,SAMN12237284,46689752,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6420999,GSM3933690,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S126,GSM3933690,MCF7,SRP213890
SRR9659902,RNA-Seq,73,40545248,PRJNA553537,SAMN12237283,15521099,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421000,GSM3933691,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S98,GSM3933691,MCF7,SRP213890
SRR9659903,RNA-Seq,72,12133596,PRJNA553537,SAMN12237282,4732677,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421001,GSM3933692,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S99,GSM3933692,MCF7,SRP213890
SRR9659904,RNA-Seq,73,22354852,PRJNA553537,SAMN12237223,9141507,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421002,GSM3933693,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S100,GSM3933693,MCF7,SRP213890
SRR9659905,RNA-Seq,74,117536373,PRJNA553537,SAMN12237222,45106178,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421003,GSM3933694,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S101,GSM3933694,MCF7,SRP213890
SRR9659906,RNA-Seq,74,113803057,PRJNA553537,SAMN12237221,43761500,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421004,GSM3933695,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S102,GSM3933695,MCF7,SRP213890
SRR9659907,RNA-Seq,71,7832869,PRJNA553537,SAMN12237220,3133902,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421005,GSM3933696,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S121,GSM3933696,MCF7,SRP213890
SRR9659908,RNA-Seq,72,9714982,PRJNA553537,SAMN12237219,3815974,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421006,GSM3933697,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S122,GSM3933697,MCF7,SRP213890
SRR9659909,RNA-Seq,61,644543,PRJNA553537,SAMN12237218,352360,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421007,GSM3933698,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,C9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S123,GSM3933698,MCF7,SRP213890
SRR9659910,RNA-Seq,72,11682108,PRJNA553537,SAMN12237217,4571422,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421040,GSM3933699,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S145,GSM3933699,MCF7,SRP213890
SRR9659911,RNA-Seq,72,17950624,PRJNA553537,SAMN12237216,7014907,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421041,GSM3933700,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S172,GSM3933700,MCF7,SRP213890
SRR9659912,RNA-Seq,73,71869052,PRJNA553537,SAMN12237214,27750063,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421042,GSM3933701,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S173,GSM3933701,MCF7,SRP213890
SRR9659913,RNA-Seq,74,58331875,PRJNA553537,SAMN12237213,22705774,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421043,GSM3933702,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S174,GSM3933702,MCF7,SRP213890
SRR9659914,RNA-Seq,72,12710222,PRJNA553537,SAMN12237257,4955026,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421044,GSM3933703,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S146,GSM3933703,MCF7,SRP213890
SRR9659915,RNA-Seq,71,5801508,PRJNA553537,SAMN12237256,2334934,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421045,GSM3933704,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S147,GSM3933704,MCF7,SRP213890
SRR9659916,RNA-Seq,73,35347466,PRJNA553537,SAMN12237255,13588094,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421046,GSM3933705,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S148,GSM3933705,MCF7,SRP213890
SRR9659917,RNA-Seq,73,83925835,PRJNA553537,SAMN12237254,32202359,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421047,GSM3933706,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D5,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S149,GSM3933706,MCF7,SRP213890
SRR9659918,RNA-Seq,61,531464,PRJNA553537,SAMN12237253,303594,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421048,GSM3933707,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D6,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S150,GSM3933707,MCF7,SRP213890
SRR9659919,RNA-Seq,73,58263400,PRJNA553537,SAMN12237252,22515554,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421049,GSM3933708,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D7,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S169,GSM3933708,MCF7,SRP213890
SRR9659920,RNA-Seq,74,4586697,PRJNA553537,SAMN12237251,1854548,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421050,GSM3933709,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D8,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S170,GSM3933709,MCF7,SRP213890
SRR9659921,RNA-Seq,73,35082334,PRJNA553537,SAMN12237249,13635119,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421051,GSM3933710,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,D9,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S171,GSM3933710,MCF7,SRP213890
SRR9659922,RNA-Seq,60,17118,PRJNA553537,SAMN12237248,90883,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421052,GSM3933711,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E1,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S193,GSM3933711,MCF7,SRP213890
SRR9659923,RNA-Seq,70,5717920,PRJNA553537,SAMN12237246,2300440,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421053,GSM3933712,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E10,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S220,GSM3933712,MCF7,SRP213890
SRR9659924,RNA-Seq,73,58192198,PRJNA553537,SAMN12237245,22200560,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421054,GSM3933713,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E11,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S221,GSM3933713,MCF7,SRP213890
SRR9659925,RNA-Seq,74,108053140,PRJNA553537,SAMN12237243,41829342,MCF7,GEO,hypoxia,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421055,GSM3933714,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E12,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:58:00Z,1,S222,GSM3933714,MCF7,SRP213890
SRR9659926,RNA-Seq,72,19859426,PRJNA553537,SAMN12237240,7695843,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421056,GSM3933715,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E2,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S194,GSM3933715,MCF7,SRP213890
SRR9659927,RNA-Seq,74,61342624,PRJNA553537,SAMN12237238,23796062,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421057,GSM3933716,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E3,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S195,GSM3933716,MCF7,SRP213890
SRR9659928,RNA-Seq,71,3437989,PRJNA553537,SAMN12237237,1415735,MCF7,GEO,Norm,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6421058,GSM3933717,Illumina HiSeq 4000,1,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,E4,ILLUMINA,2021-09-10T00:00:00Z,2019-07-09T13:57:00Z,1,S196,GSM3933717,MCF7,SRP213890
